,Y,Text
5286,NUM:date,What was the date of CNN 's first broadcast ? 
5287,DESC:reason,Shea and Gould closed their Los Angeles office for what 
5288,ENTY:cremat,What Peter Blatty novel recounts the horrors of Regan MacNeil 
5289,NUM:other,"What is the all-time stock high of Apple Computer , "
5290,DESC:reason,Why are lions called `` King of the Jungle '' 
5291,ENTY:food,What non-alcoholic syrup is made from pomegranate juice ?  
5292,ENTY:other,What meter was invented by C.C. Magee in 1935 ? 
5293,NUM:date,When was Calypso music invented ?     
5294,LOC:other,What Caribbean island is northeast of Trinidad ?   
5295,ENTY:cremat,"What Michelangelo sculpture is in Saint Peter 's Cathedral , "
5296,DESC:desc,What 's the difference and advantages of selecting a Super 
5297,NUM:period,How old is Bernadette Peters ?     
5298,LOC:other,Where can I find book reviews of `` Turbulent Souls 
5299,NUM:date,What is Dick Clark 's birthday ?    
5300,ENTY:termeq,What is the name for clouds that produce rain ? 
5301,NUM:date,When did Hitler come to power in Germany ?  
5302,NUM:date,When did Gothic art and architecture flourish ?   
5303,HUM:ind,Which two inventors invented Post-its ?     
5304,NUM:date,What day of the week was July 13 ?  
5305,HUM:ind,Whose image is alleged to be on The Shroud of 
5306,ENTY:dismed,What does Salk vaccine prevent ?     
5307,HUM:ind,What U.S. general was court-martialled for criticizing American air power 
5308,ENTY:dismed,What is a fear of insanity ?    
5309,DESC:manner,How do you convert foot-pounds to foot-inches ?   
5310,HUM:ind,Who said : `` The victor will never be asked 
5311,NUM:count,Approximately how many students are enrolled at the University of 
5312,ENTY:instru,What do West Indian steel bands use as instruments ? 
5313,DESC:reason,Why did David Koresh ask the FBI for a word 
5314,LOC:state,What is the fastest growing state in the U.S.A. in 
5315,NUM:count,How many American soldiers have died for their country to 
5316,ENTY:event,What was the name of the U.S. 's first manned 
5317,HUM:desc,Who is Langston Hughes ?      
5318,ENTY:other,What were the achievements of Richard Nixon ?   
5319,LOC:other,Where does the opera singer Ileana Cotrubas come from ? 
5320,DESC:manner,How do you do a bibliography with an unknown author 
5321,HUM:ind,Saddam Hussein was compared to whom by President Bush ? 
5322,NUM:date,What year was the NAACP founded ?    
5323,NUM:date,In what year did Thatcher gain power ?   
5324,HUM:ind,"Who wrote the book , `` The Grinch Who Stole "
5325,LOC:other,Where can I learn about Samuel Gompers ?   
5326,HUM:ind,What jockey won 17 Triple Crown races ?   
5327,LOC:state,What U.S. state 's biggest lake is Lake Sam Rayburn 
5328,DESC:def,What is Greek pita ?      
5329,ENTY:animal,What do peacocks mate with ?     
5330,HUM:ind,Who seized power from Milton Obote in 1971 ?  
5331,LOC:state,What state is Niagara Falls located in ?   
5332,NUM:temp,How hot does the inside of an active volcano get 
5333,ENTY:other,What tools do you use to crewel ?   
5334,DESC:def,What is narcolepsy ?       
5335,ENTY:event,What is the name of the American literary era that 
5336,ENTY:termeq,What 's the term for an organism that lives on 
5337,LOC:other,Where is the Orange Bowl ?     
5338,LOC:city,What Scandinavian capital is built on nine bridge-connected islands ? 
5339,HUM:ind,What well-known actor is the father of star Alan Alda 
5340,LOC:other,Where is the Smithsonian Institute located ?    
5341,DESC:def,What does the name ` Alexandra ' mean ?  
5342,NUM:volsize,What is the size of Argentina ?    
5343,ENTY:substance,What would you add to the clay mixture to produce 
5344,DESC:def,What is leukemia ?       
5345,ENTY:cremat,"What Stephen Sondheim ballad ends : `` Well , maybe "
5346,DESC:manner,How does the tail affect the flight of a kite 
5347,NUM:date,What date is Richard Nixon 's birthday ?   
5348,ENTY:animal,What film canine is buried in Pere-Lachaise cemetery in Paris 
5349,HUM:ind,What little boy and dog live in a shoe ? 
5350,NUM:perc,What percent of world 's fresh water is found in 
5351,NUM:date,CNN 's first broadcast occurred on what date ?  
5352,DESC:reason,Why are the U.S. presidential elections held in November ? 
5353,NUM:count,How many grooves are on a dime ?   
5354,HUM:ind,What was Marilyn Monroe 's real name ?   
5355,NUM:other,What number of American soldiers remain unaccounted from the Vietnam 
5356,ABBR:abb,What is the acronym for the National Bureau of Investigation 
5357,DESC:manner,How does marijuana lead to other drugs ?   
5358,HUM:ind,What father and son won the Medal of Honor ? 
5359,NUM:count,How many consecutive baseball games did Lou Gehrig play ? 
5360,HUM:gr,Which high schools are included in the South Florida Ice 
5361,NUM:count,How many different types of skunks are there ?  
5362,HUM:ind,Who is the Prophet of Medina ?    
5363,ENTY:cremat,What is the name of a Salt Lake City newspaper 
5364,NUM:date,What year did Spielberg make `` Jaws '' ?  
5365,DESC:def,What 's the meaning of the zoological term ruminant ? 
5366,HUM:ind,What is the name of the woman who was with 
5367,DESC:def,What is hyperopia ?       
5368,ENTY:color,What color Poker chip is usually assigned the lowest value 
5369,LOC:other,What do most tourists visit in Reims ?   
5370,ENTY:animal,Which produces the longer sperm - an elephant or a 
5371,ENTY:cremat,In what book can I find the story of Aladdin 
5372,LOC:city,What United States city produces the most oil ?  
5373,DESC:manner,How do you pronounce `` Tzimisce '' ?   
5374,ENTY:termeq,What 's the name of the Tokyo Stock Exchange ? 
5375,NUM:perc,What 's the percentage of children aged two through eleven 
5376,ENTY:cremat,"What TV show premiered on January 15 , 1981 ? "
5377,LOC:country,What was the only country in the Western Hemisphere to 
5378,LOC:other,In what part of Africa is Mozambique located ?  
5379,ABBR:abb,What is the abbreviated term used for the National Bureau 
5380,DESC:def,What is e-commerce ?       
5381,HUM:ind,"Whose funeral train traveled from Washington D.C. to Springfield , "
5382,DESC:manner,How did names come about ?     
5383,HUM:ind,"What 's the better-known identity of John Merrick , the "
5384,HUM:ind,What is her husband 's name ?    
5385,HUM:gr,"What cigarette company urged us , `` Come to where "
5386,HUM:ind,Which of the following did not receive a 1983 `` 
5387,HUM:ind,What Dynasty star made her 2th Century-Fox debut in The 
5388,LOC:other,Where is Poe 's birthplace ?     
5389,HUM:ind,What actress holds the record for the most appearances on 
5390,ENTY:other,What was the first TV set to include a remote 
5391,HUM:gr,"Name the company that used the line , `` Even "
5392,ENTY:product,What first-aid product `` Helps the hurt stop hurting '' 
5393,DESC:manner,How does ultraviolet light damage the DNA of skin cells 
5394,DESC:desc,What was the verdict in the trial of Lizzie Borden 
5395,HUM:ind,What U.S. President had brothers-in-law in the Confederate army ? 
5396,HUM:ind,Who is the Queen of Holland ?    
5397,DESC:def,"What does the Greek word polis mean , as in "
5398,LOC:other,Where can I find detailed information about Manchukuo ?  
5399,HUM:ind,What actor learned to play the saxophone and speak Russian 
5400,HUM:ind,"Who says , `` If you don 't look good "
5401,HUM:ind,Who was Secretary of State during the Nixon administration ? 
5402,NUM:money,How much money does each player get at the beginning 
5403,LOC:other,Where 's the GUM department store ?    
5404,DESC:def,What is the literal meaning of `` D-DAY '' ? 
5405,LOC:state,What state was named the Green Mountain state ?  
5406,ENTY:body,What carries sperm up into the pelvic region ?  
5407,NUM:date,What year was the ATM first introduced ?   
5408,LOC:state,What are all the southern states of the United States 
5409,HUM:desc,Who is Johnny Carson ?      
5410,NUM:other,What does 7847+5943 equal ?      
5411,ENTY:cremat,What book is subtitled The Preservation of Favoured Races in 
5412,DESC:reason,Why do the chickenpoxs last so long ?   
5413,HUM:ind,What attorneys work for The Center for the Defense of 
5414,DESC:manner,How did the U.S. come into the possession of an 
5415,NUM:date,What is Dick Clark 's date of birth ?  
5416,DESC:def,What does the name `` Sheri '' mean ?  
5417,ENTY:animal,What is the only primate to lack pigment in the 
5418,NUM:count,How many equal sides are there on a scalene triangle 
5419,LOC:other,Where did Bill Gates go to college ?   
5420,LOC:other,What constellation is known as The Water Bearer ?  
5421,ENTY:cremat,What tale has the moral : `` He who wants 
5422,HUM:gr,What U.S. university boasts the largest library ?   
5423,NUM:date,In which year was the cartoon character Chilly Willy created 
5424,DESC:desc,What do Japanese school uniforms look like ?   
5425,ENTY:cremat,Name a Salt Lake City newspaper .    
5426,LOC:other,Where can I find the history of the Taiwanese language 
5427,LOC:state,What state is Mount McKinley in ?    
5428,DESC:manner,How did people respond to the idea of the first 
5429,HUM:ind,Which classical Spanish writer said `` All that glitters is 
5430,DESC:def,What is swap math ?      
5431,DESC:def,What is hypnotherapy ?       
5432,ABBR:exp,What is RCD ?       
5433,NUM:other,How large is Missouri 's population ?    
5434,ENTY:animal,Which cats pursued Tweety Pie in his first cartoon appearance 
5435,DESC:def,What is the biblical meaning of ` stones ' ? 
5436,HUM:gr,Which organization is the Security Council a part of ? 
5437,NUM:date,When was the internal combustion engine developed ?   
5438,DESC:manner,How can I find out my biorhythm ?   
5439,HUM:ind,Who painted `` Soft Self-Portrait with Grilled Bacon '' ? 
5440,HUM:gr,What company markets a shampoo `` for brunettes only '' 
5441,ENTY:dismed,What is a fear of touching ?    
5442,ENTY:event,What is the name of the largest water conservancy project 
5443,HUM:ind,Who killed Caesar ?       
5444,LOC:other,Where is Kings Canyon ?      
5445,DESC:desc,What are the words to the song sung by `` 
5446,DESC:reason,Why are organ transplants more successful today ?   
5447,ENTY:cremat,Which is the most-used computer program ?    
5448,DESC:desc,What is the root of all evil ?   
5449,ENTY:animal,What animal has the best hearing ?    
5450,NUM:date,What time does Wee Willie Winkie run through the town 
5451,NUM:ord,What chapter of Gone with the Wind has Rhett Butler 
5452,NUM:money,What amount of money did the Philippine ex-dictator Marcos steal 
5453,ENTY:cremat,What film featured Shirley MacLaine as a prostitute and Jack 
5454,ENTY:dismed,What is a fear of drinking ?    
5455,LOC:country,What Asian country once thrilled to the sport of cricket 
5456,NUM:count,How many varieties of apple are there ?   
5457,HUM:desc,Who is Count Cinzano ?      
5458,HUM:ind,Who 's won the most Oscars for costume design ? 
5459,ENTY:cremat,What Ernest Hemingway novel had the working title Fiesta ? 
5460,ENTY:color,What color of Monopoly properties are landed on most often 
5461,ENTY:cremat,Which Beatles disc cover honors the Rolling Stones ?  
5462,DESC:reason,Why does it snow ?      
5463,NUM:period,What is the average life expectancy of a male in 
5464,DESC:def,What is `` Vocal Sampling '' ?    
5465,DESC:manner,How do windmills work ?      
5466,ENTY:veh,What ocean liner burned and sank in Hong Kong harbor 
5467,LOC:city,What city is near the mouth of the Amazon ? 
5468,HUM:ind,What U.S. vice-president once declared : `` If you 've 
5469,HUM:ind,Who wrote The Red Badge of Courage ?   
5470,ENTY:currency,What money was used by them ?    
5471,ENTY:color,"What color , s , appear on boxes of Kodak "
5472,LOC:other,Where did the Inuits live ?     
5473,DESC:desc,What is the origin of the word trigonometry ?  
5474,DESC:desc,What is Compaq 's mission statement ?    
5475,ENTY:other,What was the name of the 1899 policy forced on 
5476,HUM:ind,What British monarch 's lap did P.T. Barnum 's Tom 
5477,DESC:manner,How did Rocky Marciano die ?     
5478,HUM:ind,Who invented the road traffic cone ?    
5479,HUM:gr,What is the name of Joan Jett 's band ? 
5480,HUM:ind,Which of the following people is not associated with Andy 
5481,ENTY:other,What does Visine get out ?     
5482,HUM:gr,What civilization invented the arch ?     
5483,DESC:desc,"What are some fun things to do in Cozumel , "
